GeneID	control1	control2	control3	treat1	treat2	treat3	logFC	type	pvalue	qvalue	function
FCN51_03790	285.236	331.028	188.264	31.267	31.134	35.681	-3.036043582	down	4.08E-23	2.65E-22	TIGR01244 family phosphatase
FCN51_03795	129.686	133.204	121.88	26.709	37.936	42.817	-1.840140698	down	8.14E-10	2.10E-09	EVE domain-containing protein
FCN51_03800	24.98	22.654	20.306	0.606	5.474	3.568	-2.81557458	down	5.85E-14	2.04E-13	YciI family protein
FCN51_03810	178.413	180.616	111.951	44.264	44.251	35.842	-1.921152465	down	1.70E-10	4.68E-10	ccmE; cytochrome c maturation protein CcmE
FCN51_03815	111.553	135.54	62.615	42.409	36.791	39.238	-1.386754048	down	6.42E-06	1.21E-05	heme lyase CcmF/NrfE family subunit
FCN51_03820	95.901	111.766	56.527	19.887	21.016	13.647	-2.275883644	down	1.15E-13	3.96E-13	DsbE family thiol:disulfide interchange protein
FCN51_03825	111.454	129.504	55.507	31.487	22.244	26.804	-1.880134841	down	1.15E-09	2.92E-09	cytochrome c-type biogenesis protein CcmH
FCN51_03830	44.479	57.928	23.253	10.46	15.61	8.803	-1.849253439	down	3.88E-09	9.40E-09	ccmI; c-type cytochrome biogenesis protein CcmI
FCN51_03850	7.216	3.826	5.069	46.595	53.062	49.749	3.212880489	up	8.58E-30	8.52E-29	FUSC family protein
FCN51_03855	216.536	151.222	255.515	82.064	91.587	83.979	-1.274553762	down	1.25E-05	2.30E-05	ATP-sensitive potassium channel protein
FCN51_03860	14.222	16.687	7.472	26.638	28.985	29.928	1.156330245	up	1.45E-06	2.90E-06	discoidin domain-containing protein
FCN51_03895	184.992	247.743	117.464	62.626	59.208	59.983	-1.597450481	down	1.21E-07	2.64E-07	RNA degradosome polyphosphate kinase
FCN51_03905	169.303	230.207	91.014	71.357	76.383	86.207	-1.06813232	down	0.000858292	0.001334001	phosphoribosylformylglycinamidine cyclo-ligase
FCN51_03935	507.788	692.546	299.189	210.958	199.396	186.872	-1.328150411	down	1.74E-05	3.16E-05	hypothetical protein
FCN51_03950	65.506	63.12	47.468	14.171	15.407	17.458	-1.904441036	down	3.16E-10	8.53E-10	shikimate dehydrogenase
FCN51_03955	360.766	408.578	306.154	73.965	68.915	66.476	-2.360958023	down	1.34E-15	5.19E-15	N-formylglutamate amidohydrolase
FCN51_03960	28.598	23.861	19.39	2.774	3.008	5.135	-2.718055458	down	7.30E-14	2.53E-13	hypothetical protein
FCN51_03965	5.022	1.708	3.908	7.305	8.253	8.454	1.174302072	up	0.002018952	0.00304762	hypothetical protein
FCN51_03970	182.797	200.787	123.515	51.735	52.758	58.123	-1.640780136	down	4.18E-08	9.42E-08	argH; argininosuccinate lyase
FCN51_03975	116.025	170.635	81.94	59.354	63.705	61.215	-1.000191796	down	0.001824204	0.002767174	lysA; diaminopimelate decarboxylase
FCN51_03995	281.371	206.439	201.892	54.288	53.319	64.269	-2.004586137	down	9.23E-12	2.78E-11	zinc-dependent alcohol dehydrogenase family protein
FCN51_04000	61.384	46.668	48.062	242.765	246.966	297.468	2.334106241	up	3.28E-18	1.53E-17	helix-turn-helix transcriptional regulator
FCN51_04005	445.661	756.694	296.965	68.649	69.711	71.636	-2.835856854	down	3.48E-21	2.01E-20	NADH:flavin oxidoreductase/NADH oxidase
FCN51_04025	107.01	85.038	69.825	290.524	291.29	297.089	1.746825028	up	6.76E-12	2.06E-11	hypothetical protein
FCN51_04030	22.113	9.321	9.696	62.979	73.712	70.544	2.332920363	up	3.44E-17	1.48E-16	lysozyme
FCN51_04035	27.575	21.946	22.776	52.396	46.247	61.666	1.148814869	up	4.86E-06	9.27E-06	hypothetical protein
FCN51_04040	46.92	16.445	61.864	731.707	737.636	739.86	4.140852791	up	2.87E-44	7.66E-43	cupin domain-containing protein
FCN51_04045	6.637	9.383	7.091	14.768	17.968	19.36	1.172488734	up	8.12E-06	1.52E-05	TetR/AcrR family transcriptional regulator
FCN51_04050	62.113	26.745	98.223	228.559	220.762	215.15	1.82852657	up	4.80E-12	1.48E-11	coniferyl aldehyde dehydrogenase
FCN51_04060	141.014	117.653	121.168	12.309	13.597	16.574	-3.160426691	down	4.89E-25	3.58E-24	nfsB; oxygen-insensitive NAD(P)H nitroreductase
FCN51_04065	1747.138	110.69	3548.343	14553.383	14219.902	14207.828	2.991023091	up	4.06E-26	3.19E-25	hypothetical protein
FCN51_04075	25.868	31.852	18.988	7.955	9.678	9.785	-1.484152283	down	4.72E-06	9.01E-06	DUF4232 domain-containing protein
FCN51_04080	147.986	147.754	87.695	15.09	17.458	15.579	-2.993984992	down	8.79E-23	5.54E-22	S-methyl-5'-thioadenosine phosphorylase
FCN51_04095	144.071	101.905	106.476	16.736	27.439	28.17	-2.284414032	down	1.06E-14	3.86E-14	hemF; oxygen-dependent coproporphyrinogen oxidase
FCN51_04115	72.898	88.104	45.745	29.885	30.575	29.692	-1.197407918	down	0.000143695	0.00023998	site-specific DNA-methyltransferase
FCN51_04120	364.144	405.709	363.158	69.813	86.023	81.201	-2.256963251	down	1.48E-14	5.33E-14	Tim44 domain-containing protein
FCN51_04125	253.115	222.007	251.635	64.136	73.223	71.497	-1.798949705	down	8.18E-10	2.10E-09	histidine phosphatase family protein
FCN51_04130	1097.913	1075.931	855.991	118.709	119.25	129.396	-3.04398206	down	1.92E-24	1.34E-23	secB; protein-export chaperone SecB
FCN51_04150	29.185	27.413	24.57	5.849	10.181	11.486	-1.560536342	down	5.50E-07	1.14E-06	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ
FCN51_04165	219.055	334.854	123.272	71.51	75.521	84.975	-1.545367116	down	4.03E-07	8.47E-07	lysine--tRNA ligase
FCN51_04170	466.771	407.013	387.953	113.291	123.472	128.847	-1.787025379	down	1.16E-09	2.95E-09	competence/damage-inducible protein A
FCN51_04175	186.222	319.555	116.536	62.331	57.682	69.214	-1.717506511	down	1.52E-08	3.53E-08	acetyl-CoA carboxylase carboxyltransferase subunit alpha
FCN51_04190	269.266	339.642	247.376	108.17	111.965	100.826	-1.415682932	down	2.22E-06	4.37E-06	3-dehydroquinate synthase
FCN51_04195	14069.589	18114.33	11999.233	3257.701	3136.025	3035.975	-2.228212051	down	3.80E-14	1.34E-13	OmpA family protein
FCN51_04200	81.357	124.438	83.925	36.037	46.94	49.656	-1.127201815	down	0.000303076	0.00049312	GtrA family protein
FCN51_04205	561.994	643.829	438.142	49.462	51.578	48.424	-3.459283317	down	2.24E-30	2.31E-29	alaS; alanine--tRNA ligase
FCN51_04210	551.509	670.525	480.288	271.74	279.894	277.782	-1.037333495	down	0.000822747	0.001284502	phosphatidylserine decarboxylase
FCN51_04215	232.371	313.775	205.113	94.731	93.437	85.35	-1.457664528	down	1.26E-06	2.53E-06	phosphatidylcholine/phosphatidylserine synthase
FCN51_04225	7.686	6.674	4.836	13.203	14.514	15.717	1.177893297	up	2.42E-06	4.75E-06	NADH-quinone oxidoreductase subunit D
FCN51_04230	51.486	66.269	37.748	121.849	126.736	117.746	1.23618936	up	2.59E-07	5.51E-07	hypothetical protein
FCN51_04235	21.746	30.052	16.764	73.214	62.633	54.517	1.473239185	up	4.78E-09	1.15E-08	hypothetical protein
FCN51_04255	61.369	47.857	57.562	6.132	7.537	8.67	-2.9002112	down	8.52E-21	4.71E-20	gloB; hydroxyacylglutathione hydrolase
FCN51_04260	22.152	9.122	19.587	49.654	51.566	47.877	1.551563431	up	2.25E-09	5.57E-09	DUF2125 domain-containing protein
FCN51_04265	117.924	115.219	85.753	47.083	54.099	38.571	-1.190189351	down	0.000117023	0.000197215	1-acyl-sn-glycerol-3-phosphate acyltransferase
FCN51_04270	813.532	1031.558	546.782	74.262	78.099	81.087	-3.356950322	down	1.15E-28	1.05E-27	adenosylhomocysteinase
FCN51_04275	7118.84	7843.104	6885.286	275.521	260.946	276.9	-4.747394981	down	4.59E-51	2.09E-49	DUF3597 domain-containing protein
FCN51_04280	288.556	132.668	393.459	100.3	99.207	118.15	-1.35876068	down	1.83E-06	3.64E-06	"L,D-transpeptidase"
FCN51_04285	853.819	114.993	1104.533	52.438	53.646	56.382	-3.67372591	down	4.97E-35	7.31E-34	dihydrolipoyl dehydrogenase
FCN51_04290	3760.989	425.066	4813.207	247.74	262.53	255.436	-3.554939057	down	2.70E-33	3.41E-32	odhB; 2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
FCN51_04295	4959.156	297.052	6378.776	542.801	544.583	535.04	-2.842244127	down	4.34E-23	2.80E-22	2-oxoglutarate dehydrogenase E1 component
FCN51_04305	124.927	23.249	199.337	18.384	13.293	19.009	-2.777334795	down	3.16E-20	1.66E-19	carboxymuconolactone decarboxylase family protein
FCN51_04310	9.322	7.776	9.077	40.853	41.691	40.512	2.232923389	up	6.99E-17	2.93E-16	ComEC family competence protein
FCN51_04315	1071.065	1325.651	840.941	192.111	192.395	178.723	-2.523150282	down	1.44E-17	6.40E-17	glutamate--tRNA ligase
FCN51_04325	284.653	370.527	220.642	136.198	142.891	126.911	-1.109152244	down	0.000359008	0.000581401	dihydroorotase
FCN51_04340	217.312	174.705	177.424	409.135	415.729	417.647	1.12563623	up	2.81E-06	5.48E-06	topA; type I DNA topoisomerase
FCN51_04345	61.652	46.292	51.221	117.744	126.073	120.05	1.192872792	up	9.71E-07	1.98E-06	RNB domain-containing ribonuclease
FCN51_04365	217.517	242.926	206.94	42.396	40.112	37.806	-2.471680923	down	5.80E-17	2.46E-16	cysK; cysteine synthase A
FCN51_04375	1471.349	1674.723	1010.156	478.207	426.732	459.227	-1.607253457	down	7.69E-08	1.70E-07	hypothetical protein
FCN51_04380	754.8	743.387	476.089	113.65	110.645	106.718	-2.576353024	down	4.43E-18	2.05E-17	hypothetical protein
FCN51_04385	170.28	172.055	121.293	36.485	38.262	35.996	-2.065722442	down	2.79E-12	8.78E-12	parE; DNA topoisomerase IV subunit B
FCN51_04395	1058.542	49.579	1874.945	151.553	148.64	156.177	-2.708512002	down	1.51E-21	8.94E-21	NADH-quinone oxidoreductase subunit M
FCN51_04410	161.777	190.169	129.975	71.432	64.563	55.181	-1.33388159	down	1.30E-05	2.39E-05	lspA; signal peptidase II
FCN51_04415	246.353	252.461	195.454	98.13	97.91	93.842	-1.260018227	down	3.03E-05	5.38E-05	isoleucine--tRNA ligase
FCN51_04440	214.911	194.901	219.087	84.2	104.797	83.642	-1.2058274	down	6.85E-05	0.000117654	twin-arginine translocase TatA/TatE family subunit
FCN51_04445	75.467	61.669	52.58	17.845	21.739	22.854	-1.603298622	down	2.07E-07	4.46E-07	CHAP domain-containing protein
FCN51_04460	101.194	111.903	105.658	40.953	36.688	37.806	-1.465193377	down	8.79E-07	1.80E-06	argF; ornithine carbamoyltransferase
FCN51_04465	427.63	575.263	381.863	52.075	55.165	58.436	-3.063172259	down	4.83E-24	3.30E-23	hypothetical protein
FCN51_04470	135.271	201.697	117.672	13.481	12.862	16.388	-3.411277872	down	1.19E-28	1.09E-27	Hsp33 family molecular chaperone HslO
FCN51_04475	498.896	418.254	437.339	84.148	78.432	90.896	-2.417813738	down	1.60E-16	6.55E-16	hypothetical protein
FCN51_04480	45.423	42.404	35.811	10.332	11.093	12.196	-1.878593961	down	2.44E-10	6.63E-10	hrpB; ATP-dependent helicase HrpB
FCN51_04485	83.459	64.876	61.978	19.573	20.567	23.302	-1.728980232	down	6.50E-09	1.54E-08	PDZ domain-containing protein
FCN51_04490	409.431	137.099	734.049	938.423	978.433	1056.901	1.215488582	up	2.55E-06	5.00E-06	aldo/keto reductase
FCN51_04500	267.631	269.473	226.585	38.251	36.74	35.724	-2.786101123	down	5.63E-21	3.19E-20	leucyl aminopeptidase
FCN51_04505	251.053	375.399	201.158	40.024	31.653	36.556	-2.934775878	down	1.66E-22	1.04E-21	"cysQ; 3'(2'),5'-bisphosphate nucleotidase CysQ"
FCN51_04520	38.968	52.179	35.428	11.386	9.197	12.335	-1.942946613	down	1.16E-10	3.25E-10	FAD-binding oxidoreductase
FCN51_04525	91.015	198.288	64.053	706.925	661.294	628.576	2.498481834	up	1.67E-21	9.79E-21	hypothetical protein
FCN51_04530	177.359	368.998	177.095	634.739	615.83	674.48	1.41192223	up	5.99E-09	1.43E-08	hypothetical protein
FCN51_04535	8.851	6.265	5.153	21.355	21.004	23.259	1.69466915	up	6.92E-10	1.80E-09	"cob(I)yrinic acid a,c-diamide adenosyltransferase"
FCN51_04550	143.65	143.765	105.41	842.708	830.959	784.159	2.645414875	up	6.71E-23	4.27E-22	hypothetical protein
FCN51_04555	462.664	451.378	389.902	1727.327	1823.192	1735.262	2.01923224	up	5.13E-15	1.92E-14	hypothetical protein
FCN51_04570	3314.083	2640.862	3218.457	209.992	195.716	217.382	-3.879937921	down	3.20E-37	5.46E-36	DUF4148 domain-containing protein
FCN51_04575	14.743	11.815	19.569	138.909	149.218	148.81	3.243657987	up	8.78E-30	8.68E-29	GntR family transcriptional regulator
FCN51_04595	126.618	134.512	155.514	295.544	295.256	290.422	1.080684832	up	8.17E-06	1.53E-05	hypothetical protein
FCN51_04600	40.352	21.144	70.257	3.913	4.127	4.94	-3.343172969	down	8.90E-22	5.31E-21	hypothetical protein
FCN51_04605	8.263	6.557	4.824	81.894	81.488	83.466	3.651259547	up	5.23E-31	5.57E-30	hypothetical protein
FCN51_04610	0.542	0.491	0.937	16.283	13.056	17.682	4.574934403	up	2.66E-34	3.69E-33	resolvase
FCN51_04615	25.943	7.44	21.4	8.387	8.747	8.145	-1.115696678	down	0.000602126	0.000952909	hypothetical protein
FCN51_04620	10.837	5.565	4.796	147.111	160.834	163.811	4.475845821	up	6.05E-50	2.44E-48	hypothetical protein
FCN51_04625	24.811	31.501	15.449	96.25	113.092	123.532	2.213656981	up	1.75E-13	5.93E-13	_
FCN51_04630	11.959	11.962	8.943	24.944	26.245	29.713	1.299589088	up	1.82E-07	3.94E-07	radA; DNA repair protein RadA
FCN51_04635	11.03	12.477	5.785	36.751	38.519	41.095	1.989968031	up	3.05E-14	1.08E-13	hypothetical protein
FCN51_04640	206.024	194.044	136.718	74.08	78.012	86.75	-1.168280432	down	0.000149629	0.000249441	ABC transporter permease
FCN51_04650	83.928	30.666	123.344	371.001	379.717	400.244	2.274168171	up	3.70E-17	1.59E-16	DUF3772 domain-containing protein
FCN51_04655	4.809	2.11	1.449	10.833	11.219	9.687	1.92292115	up	3.27E-11	9.47E-11	NERD domain-containing protein
FCN51_04675	46.415	51.428	35.154	20.148	15.011	19.019	-1.29556732	down	3.88E-05	6.81E-05	guanylate kinase
FCN51_04680	66.575	47.925	49.868	25.249	23.332	24.739	-1.164618067	down	0.00015223	0.000253473	SDR family NAD(P)-dependent oxidoreductase
FCN51_04695	423.534	305.344	307.648	124.426	106.308	132.444	-1.512999846	down	3.37E-07	7.13E-07	ribonuclease D
FCN51_04700	404.137	322.392	277.217	130.474	139.988	134.637	-1.309041438	down	1.35E-05	2.48E-05	KpsF/GutQ family sugar-phosphate isomerase
FCN51_04710	129.255	115.014	84.107	36.031	34.892	38.04	-1.591483819	down	1.14E-07	2.49E-07	hypothetical protein
FCN51_04715	61.796	61.038	43.113	27.078	28.194	26.617	-1.018954202	down	0.001401294	0.002145562	lptB; LPS export ABC transporter ATP-binding protein
FCN51_04720	18.199	8.784	12.032	35.869	47.664	50.312	1.778383847	up	1.53E-11	4.54E-11	MOSC domain-containing protein
FCN51_04735	122.4	99.778	117.031	32.678	33.152	33.676	-1.769288288	down	6.13E-09	1.46E-08	hypothetical protein
FCN51_04740	60	40.266	44.831	9.078	11.045	12.929	-2.1341071	down	6.61E-12	2.02E-11	Hsp20 family protein
FCN51_04745	0	0.569	0	7.305	14.031	7.685	5.665087404	up	9.63E-18	4.33E-17	hypothetical protein
FCN51_04765	176.146	141.778	107.48	51.65	55.968	44.189	-1.486576946	down	9.04E-07	1.84E-06	hypothetical protein
FCN51_04770	197.339	245.038	111.036	63.14	59.805	66.519	-1.546417763	down	3.63E-07	7.64E-07	dapE; succinyl-diaminopimelate desuccinylase
FCN51_04775	332.887	414.204	197.19	74.875	67.105	94.611	-1.996807338	down	2.32E-11	6.82E-11	"dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
FCN51_04805	228.848	189.735	174.774	111.122	83.898	94.272	-1.036366285	down	0.000875617	0.001359408	hypothetical protein
FCN51_04825	206.053	329.52	127.82	115.722	96.158	97.707	-1.099511441	down	0.00062228	0.000981451	fabZ; 3-hydroxyacyl-ACP dehydratase FabZ
FCN51_04830	448.349	770.278	314.044	164.782	161.828	163.382	-1.645211935	down	5.19E-08	1.16E-07	lpxD; UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
FCN51_04835	513.715	733.03	313.988	137.882	146.375	145.396	-1.860972578	down	5.33E-10	1.41E-09	OmpH family outer membrane protein
FCN51_04845	192.013	249.334	143.912	53.115	60.587	56.82	-1.779099348	down	2.52E-09	6.17E-09	rseP; RIP metalloprotease RseP
FCN51_04850	194.17	224.691	165.961	83.188	77.134	87.483	-1.238782222	down	4.53E-05	7.91E-05	1-deoxy-D-xylulose-5-phosphate reductoisomerase
FCN51_04860	162.044	139.616	105.937	52.145	59.945	60.267	-1.241729048	down	4.99E-05	8.69E-05	"uppS; di-trans,poly-cis-decaprenylcistransferase"
FCN51_04865	480.485	561.906	343.678	98.187	91.884	92.998	-2.291761243	down	1.17E-14	4.23E-14	ribosome recycling factor
FCN51_04870	167.678	188.766	81.755	53.322	53.864	50.359	-1.475804629	down	1.62E-06	3.23E-06	UMP kinase
FCN51_04890	30.3	39.45	38.293	68.956	95.064	98.07	1.27843316	up	4.37E-07	9.16E-07	holo-ACP synthase
FCN51_04895	234.334	215.936	234.802	522.674	512.923	511.303	1.17504889	up	1.32E-06	2.66E-06	"bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase"
FCN51_04905	50.344	56.475	51.007	9.372	6.588	6.719	-2.798742553	down	1.28E-18	6.17E-18	folK; 2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase
FCN51_04915	517.394	309.743	471.846	3315.808	3266.801	3429.745	2.946323851	up	9.22E-27	7.47E-26	carbonic anhydrase
FCN51_04920	35.858	24.706	30.638	762.021	809.359	847.34	4.728988829	up	5.93E-55	3.05E-53	endonuclease/exonuclease/phosphatase family protein
FCN51_04925	1720.46	1897.346	2093.193	492.002	490.876	490.906	-1.954215857	down	1.60E-11	4.73E-11	DEAD/DEAH box helicase
FCN51_04930	52.515	72.72	29.764	351.131	397.036	408.774	2.899960299	up	8.71E-27	7.08E-26	metW; methionine biosynthesis protein MetW
FCN51_04935	51.312	80.704	44.177	888.044	900.217	916.23	3.940105619	up	1.35E-42	3.06E-41	homoserine O-acetyltransferase
FCN51_04965	1183.707	1634.96	835.74	156.021	164.5	176.494	-2.878268497	down	5.27E-22	3.19E-21	glnA; type I glutamate--ammonia ligase
FCN51_04970	101.097	200.723	89.177	21.536	21.838	22.103	-2.578042381	down	1.05E-16	4.33E-16	P-II family nitrogen regulator
FCN51_04975	89.51	65.507	58.65	153.383	157.928	174.071	1.183745162	up	9.23E-07	1.88E-06	aminotransferase
FCN51_04980	38.653	35.054	20.056	105.432	154.586	197.183	2.285701231	up	4.27E-15	1.61E-14	_
FCN51_04985	242.777	254.868	234.492	75.916	79.862	83.986	-1.610486438	down	4.31E-08	9.71E-08	hypothetical protein
FCN51_04995	634.254	37.819	1383.086	84.584	86.335	87.51	-2.991395494	down	1.60E-25	1.21E-24	NADP-dependent isocitrate dehydrogenase
FCN51_05000	164.764	163.94	124.898	18.209	17.724	12.967	-3.213441666	down	4.44E-26	3.47E-25	NAD(P)/FAD-dependent oxidoreductase
FCN51_05005	161.642	180.414	132.478	32.439	35.85	38.031	-2.158066862	down	2.85E-13	9.51E-13	D-amino acid dehydrogenase
FCN51_05010	4401.248	5636.749	2708.554	882.248	915.633	836.592	-2.274519329	down	1.94E-14	6.95E-14	hypothetical protein
FCN51_05020	459.061	689.728	374.979	66.818	78.06	71.191	-2.818062068	down	4.64E-21	2.64E-20	hypothetical protein
FCN51_05035	482.06	355.196	512.867	207.314	203.129	222.891	-1.092048782	down	0.000230163	0.000377136	pyk; pyruvate kinase
FCN51_05050	396.2	420.797	427.555	14924.999	14882.373	15050.065	5.171645395	up	1.13E-62	1.08E-60	DUF2939 domain-containing protein
FCN51_05055	1.59	4.805	2.2	0.771	0	0	-3.473595639	down	3.51E-05	6.20E-05	DUF3126 family protein
FCN51_05060	393.184	165.782	382.72	2297.908	2382.315	2496.256	2.929954208	up	2.82E-26	2.23E-25	hypothetical protein
FCN51_05065	36.077	9.815	19.537	826.858	854.287	911.924	5.308522086	up	6.09E-65	6.27E-63	hypothetical protein
FCN51_05070	29.001	24.048	21.396	396.96	384.588	374.838	3.957249888	up	1.56E-42	3.49E-41	"oligopeptide transporter, OPT family"
FCN51_05075	17.478	13.464	13.003	32.932	30.319	32.421	1.122344484	up	3.56E-06	6.88E-06	hypothetical protein
FCN51_05080	596.7	653.642	588.407	268.84	238.647	244.439	-1.290058562	down	1.59E-05	2.89E-05	universal stress protein
FCN51_05085	133.75	28.794	162.517	35.256	38.52	41.502	-1.495569035	down	1.57E-07	3.42E-07	alpha/beta fold hydrolase
FCN51_05095	235.803	136.05	288.458	76.248	82.12	86.073	-1.43364824	down	6.26E-07	1.30E-06	cation transporter
FCN51_05110	281.703	397.624	299.29	41.282	42.597	40.857	-2.971836169	down	2.07E-23	1.36E-22	GTP-binding protein
FCN51_05115	1236.981	1546.69	1446.792	226.626	227.387	200.947	-2.691331276	down	5.25E-20	2.73E-19	WD40 repeat domain-containing protein
FCN51_05120	306.667	130.282	442.695	52.559	46.502	46.568	-2.594597294	down	2.12E-19	1.05E-18	NAD(P)/FAD-dependent oxidoreductase
FCN51_05125	1998.065	1923.032	2398.115	109.641	99.842	113.088	-4.292043287	down	1.24E-43	3.07E-42	hypothetical protein
FCN51_05130	491.965	318.532	554.107	27.527	39.652	44.161	-3.615402756	down	1.04E-31	1.17E-30	hypothetical protein
FCN51_05135	2876.398	2810.782	3725.211	22.345	28.085	24.977	-6.963662053	down	1.34E-88	5.32E-86	Hsp20/alpha crystallin family protein
